Date,Product,Category,Region,Sales,Profit
25-04-2024,Tablet,Electronics,South,4675,638
18-05-2024,Belt,Accessories,North,7966,1259
01-01-2024,Sneakers,Fashion,North,13546,1741
21-06-2024,T-shirt,Fashion,East,27898,1689
29-04-2024,Camera,Electronics,North,26238,3400
16-03-2024,Smartwatch,Electronics,West,49861,6753
20-02-2024,T-shirt,Fashion,West,17764,1192
24-05-2024,Laptop,Electronics,South,9117,755
05-01-2024,Bag,Accessories,North,35988,3910
25-06-2024,Laptop,Electronics,East,10740,1475
08-04-2024,Watch,Accessories,West,10094,682
03-03-2024,Tablet,Electronics,West,27705,4232
22-02-2024,T-shirt,Fashion,North,59747,6800
12-03-2024,Sneakers,Fashion,East,50862,6657
09-05-2024,Tablet,Electronics,North,53908,10251
31-01-2024,Tablet,Electronics,South,23640,4061
16-03-2024,Laptop,Electronics,North,1493,94
23-04-2024,Smartwatch,Electronics,East,46537,7461
26-01-2024,T-shirt,Fashion,East,43149,5377
13-06-2024,Phone,Electronics,East,22494,3746
23-03-2024,Laptop,Electronics,South,34213,3040
20-05-2024,Shoes,Fashion,East,43415,5161
19-05-2024,Sneakers,Fashion,West,51546,10155
10-02-2024,Tablet,Electronics,North,8152,1255
23-05-2024,Smartwatch,Electronics,West,7674,767
18-05-2024,Smartwatch,Electronics,West,26422,3923
24-01-2024,Phone,Electronics,South,58355,10812
01-04-2024,Bag,Accessories,East,22193,3847
16-05-2024,Camera,Electronics,North,18000,2412
25-02-2024,Phone,Electronics,South,19552,2290
19-04-2024,Phone,Electronics,North,45244,7065
26-04-2024,Shoes,Fashion,North,35647,6244
19-02-2024,T-shirt,Fashion,West,4379,393
29-04-2024,Laptop,Electronics,East,36433,2389
15-06-2024,Laptop,Electronics,South,53061,7882
08-01-2024,Sneakers,Fashion,West,37775,4919
19-03-2024,Belt,Accessories,North,53062,9060
15-06-2024,Watch,Accessories,East,56254,6836
12-01-2024,Smartwatch,Electronics,West,26149,1741
11-06-2024,Bag,Accessories,East,17370,1112
02-03-2024,T-shirt,Fashion,West,28732,5012
05-06-2024,Headphones,Electronics,East,26246,4137
15-01-2024,Phone,Electronics,East,23929,1920
02-03-2024,Laptop,Electronics,South,9080,1122
30-03-2024,Camera,Electronics,North,19526,2789
16-05-2024,T-shirt,Fashion,North,53477,3409
24-06-2024,Bag,Accessories,East,25615,4935
26-01-2024,Smartwatch,Electronics,North,5756,415
06-06-2024,Smartwatch,Electronics,South,53563,3375
31-05-2024,Watch,Accessories,South,41302,5210
26-01-2024,Smartwatch,Electronics,West,43955,3862
24-03-2024,Laptop,Electronics,North,43412,3984
03-03-2024,Bag,Accessories,West,44910,6874
12-05-2024,Shoes,Fashion,North,43182,5893
17-04-2024,Shoes,Fashion,South,50394,9437
07-01-2024,Phone,Electronics,West,29942,4591
15-06-2024,Tablet,Electronics,North,13097,1615
18-04-2024,Headphones,Electronics,East,56186,9462
21-06-2024,Belt,Accessories,East,34788,4998
04-06-2024,Bag,Accessories,South,33811,2479
04-05-2024,Tablet,Electronics,West,27031,5214
13-01-2024,Watch,Accessories,West,53555,6024
08-05-2024,Bag,Accessories,South,46056,6764
01-06-2024,T-shirt,Fashion,South,16791,3118
11-02-2024,Laptop,Electronics,North,27540,3129
24-06-2024,Phone,Electronics,West,3746,549
06-04-2024,Laptop,Electronics,South,46517,8744
28-02-2024,Headphones,Electronics,West,44302,7007
23-02-2024,Phone,Electronics,South,57275,7737
13-02-2024,T-shirt,Fashion,North,9059,932
28-06-2024,Smartwatch,Electronics,East,34533,1759
08-05-2024,Watch,Accessories,North,56463,10116
20-04-2024,Headphones,Electronics,East,41542,7207
16-04-2024,Phone,Electronics,East,51294,10087
24-02-2024,Tablet,Electronics,East,35935,5957
09-04-2024,Tablet,Electronics,South,45067,6335
20-06-2024,Laptop,Electronics,East,54570,3112
28-02-2024,Camera,Electronics,East,19173,2852
03-01-2024,Camera,Electronics,South,27086,4240
27-03-2024,Smartwatch,Electronics,North,13410,1376
29-06-2024,Belt,Accessories,South,34131,5384
30-05-2024,Smartwatch,Electronics,North,37865,2660
20-02-2024,Camera,Electronics,East,40536,6415
17-01-2024,Belt,Accessories,North,21886,4268
02-05-2024,T-shirt,Fashion,East,46713,4072
29-06-2024,Belt,Accessories,North,30505,4898
05-03-2024,Laptop,Electronics,West,45006,6782
24-05-2024,T-shirt,Fashion,North,11090,2100
14-02-2024,Phone,Electronics,West,44318,6554
19-01-2024,Watch,Accessories,North,43696,4631
03-02-2024,Headphones,Electronics,West,20851,2822
08-02-2024,Camera,Electronics,East,33773,3776
14-06-2024,Tablet,Electronics,North,42259,3689
13-04-2024,Watch,Accessories,North,28484,5136
31-03-2024,Phone,Electronics,West,32747,3050
05-01-2024,Laptop,Electronics,West,24196,2870
30-01-2024,Camera,Electronics,East,21047,4140
22-06-2024,Camera,Electronics,North,17958,3529
29-03-2024,Tablet,Electronics,South,44529,7944
19-02-2024,Headphones,Electronics,North,26917,3039
24-02-2024,T-shirt,Fashion,East,23810,3220
19-04-2024,Camera,Electronics,East,47814,4249
08-05-2024,Camera,Electronics,South,42508,7367
18-06-2024,Shoes,Fashion,East,8925,1284
23-04-2024,Laptop,Electronics,West,54464,8925
28-03-2024,T-shirt,Fashion,East,33534,6146
07-01-2024,Shoes,Fashion,South,46777,6741
07-04-2024,Camera,Electronics,South,19640,1508
23-01-2024,Smartwatch,Electronics,West,9147,1656
03-05-2024,Camera,Electronics,South,44217,5982
01-05-2024,Smartwatch,Electronics,South,37118,2797
13-02-2024,Bag,Accessories,West,23911,1981
20-02-2024,Belt,Accessories,North,24159,1243
20-05-2024,Phone,Electronics,South,18934,2967
08-02-2024,Phone,Electronics,North,48534,4858
07-05-2024,Bag,Accessories,East,54317,4260
20-03-2024,Camera,Electronics,North,33387,2810
13-03-2024,Watch,Accessories,South,12016,1638
16-06-2024,Phone,Electronics,South,10308,1019
13-02-2024,Sneakers,Fashion,North,49215,6811
31-05-2024,Camera,Electronics,East,35763,2112
25-01-2024,Sneakers,Fashion,East,18214,1888
15-05-2024,Smartwatch,Electronics,North,39296,4473
04-04-2024,Phone,Electronics,South,36247,3793
21-06-2024,Tablet,Electronics,South,37161,6056
03-06-2024,Watch,Accessories,South,57643,4955
17-01-2024,Belt,Accessories,South,7139,971
03-04-2024,Bag,Accessories,South,30480,1911
05-03-2024,Sneakers,Fashion,East,32178,5400
05-06-2024,Camera,Electronics,East,46610,3326
31-03-2024,Smartwatch,Electronics,West,2844,174
05-02-2024,T-shirt,Fashion,South,58582,4850
05-06-2024,Bag,Accessories,South,1564,264
21-03-2024,Shoes,Fashion,West,14356,2778
26-06-2024,Belt,Accessories,East,21039,3533
03-04-2024,Belt,Accessories,East,26699,2200
18-01-2024,Shoes,Fashion,North,27172,3788
27-03-2024,Belt,Accessories,West,52101,9047
17-05-2024,Sneakers,Fashion,South,5322,696
07-02-2024,Belt,Accessories,East,15398,829
22-06-2024,Laptop,Electronics,West,54019,8593
02-06-2024,Sneakers,Fashion,North,22041,1288
14-03-2024,Bag,Accessories,East,14077,2418
30-05-2024,Tablet,Electronics,West,58546,9238
07-01-2024,Smartwatch,Electronics,South,13260,1795
18-04-2024,Belt,Accessories,North,49397,9806
13-02-2024,Smartwatch,Electronics,North,15153,827
14-06-2024,Laptop,Electronics,North,33707,4698
05-01-2024,Bag,Accessories,South,7599,1149
26-02-2024,Headphones,Electronics,South,50349,3255
01-04-2024,Sneakers,Fashion,North,32740,4467
08-04-2024,Smartwatch,Electronics,East,47799,2409
18-02-2024,Camera,Electronics,South,14843,2606
18-01-2024,Sneakers,Fashion,East,27208,4813
21-02-2024,Smartwatch,Electronics,North,7616,1467
19-01-2024,Watch,Accessories,East,1891,258
14-04-2024,Watch,Accessories,West,14743,1857
13-05-2024,Watch,Accessories,East,48560,4518
03-01-2024,Phone,Electronics,West,23992,4465
02-06-2024,Shoes,Fashion,North,4874,279
02-01-2024,Sneakers,Fashion,North,58204,7642
03-02-2024,Phone,Electronics,East,58656,9962
23-05-2024,Smartwatch,Electronics,West,29162,1782
25-01-2024,Camera,Electronics,East,42262,8316
08-01-2024,T-shirt,Fashion,West,55956,6557
30-05-2024,Tablet,Electronics,North,43961,8734
13-05-2024,Tablet,Electronics,South,48173,8924
27-05-2024,Smartwatch,Electronics,North,14429,2726
10-04-2024,Belt,Accessories,West,5849,702
26-03-2024,Shoes,Fashion,West,3587,267
12-04-2024,Shoes,Fashion,East,59135,3273
14-01-2024,Camera,Electronics,East,20937,3254
28-05-2024,Camera,Electronics,East,49567,6779
16-03-2024,Sneakers,Fashion,North,53217,3189
08-05-2024,Headphones,Electronics,West,53680,4522
24-02-2024,Phone,Electronics,South,54380,4030
27-06-2024,Smartwatch,Electronics,West,4673,890
12-06-2024,Camera,Electronics,West,43854,5863
26-06-2024,T-shirt,Fashion,West,52194,6488
19-04-2024,Smartwatch,Electronics,North,3642,241
22-04-2024,Belt,Accessories,South,42163,5417
06-04-2024,Laptop,Electronics,North,12110,2095
03-02-2024,Shoes,Fashion,West,54826,10256
10-02-2024,Phone,Electronics,South,33349,2385
12-02-2024,Belt,Accessories,South,39217,3972
15-06-2024,Smartwatch,Electronics,East,14834,1850
02-03-2024,Watch,Accessories,East,44053,7863
15-03-2024,Watch,Accessories,North,34866,3966
23-04-2024,Bag,Accessories,West,20567,1119
23-05-2024,Smartwatch,Electronics,North,31777,4314
08-05-2024,Camera,Electronics,East,16705,2779
09-01-2024,Smartwatch,Electronics,East,20674,3523
19-02-2024,Belt,Accessories,East,32153,2198
21-05-2024,Laptop,Electronics,North,22146,2581
20-04-2024,Watch,Accessories,North,55438,8085
31-03-2024,Laptop,Electronics,North,12301,2357
01-05-2024,Phone,Electronics,North,9660,613
28-02-2024,Sneakers,Fashion,West,48136,5997
14-04-2024,Sneakers,Fashion,West,21140,4107
14-04-2024,Tablet,Electronics,West,37076,6520
14-05-2024,T-shirt,Fashion,North,46912,7546
23-02-2024,T-shirt,Fashion,East,31055,1939
31-01-2024,Phone,Electronics,East,54716,4877
23-04-2024,Camera,Electronics,North,13603,2177
03-01-2024,Sneakers,Fashion,West,22201,2048
05-02-2024,Belt,Accessories,East,32410,5747
10-04-2024,Bag,Accessories,East,53527,6962
31-03-2024,Watch,Accessories,South,29660,5347
09-04-2024,Bag,Accessories,South,31250,3256
29-05-2024,Laptop,Electronics,East,49725,3361
13-01-2024,Phone,Electronics,East,50130,3654
02-03-2024,Sneakers,Fashion,East,23659,3343
31-03-2024,Tablet,Electronics,South,2083,255
04-01-2024,Bag,Accessories,North,38203,6921
05-02-2024,Belt,Accessories,East,59414,7116
04-02-2024,Headphones,Electronics,South,24776,4538
28-04-2024,Sneakers,Fashion,West,33069,3965
09-04-2024,Laptop,Electronics,East,56497,3430
22-04-2024,Bag,Accessories,South,45673,9091
18-01-2024,Laptop,Electronics,South,41004,6712
17-06-2024,Belt,Accessories,South,20039,3107
30-01-2024,Watch,Accessories,South,52400,2781
13-06-2024,Sneakers,Fashion,South,39290,7805
05-06-2024,Camera,Electronics,South,26295,1748
04-05-2024,Shoes,Fashion,West,13417,2468
22-03-2024,Bag,Accessories,East,7633,1361
27-04-2024,T-shirt,Fashion,North,29554,2013
27-01-2024,Phone,Electronics,South,20414,3666
06-02-2024,Phone,Electronics,North,41861,3790
09-02-2024,Watch,Accessories,North,5957,346
19-01-2024,Tablet,Electronics,South,54799,5797
14-01-2024,T-shirt,Fashion,East,46201,4421
02-02-2024,Phone,Electronics,South,21592,1085
04-06-2024,Smartwatch,Electronics,South,53521,2703
28-05-2024,Belt,Accessories,North,50031,5997
16-03-2024,Camera,Electronics,North,4770,484
12-05-2024,Camera,Electronics,East,14195,1951
21-02-2024,Watch,Accessories,East,14908,2204
22-01-2024,Belt,Accessories,East,21197,3004
06-01-2024,Bag,Accessories,East,40540,3644
15-02-2024,Tablet,Electronics,North,7534,553
23-04-2024,Tablet,Electronics,East,55118,4640
10-02-2024,Phone,Electronics,West,35379,2736
02-04-2024,Laptop,Electronics,East,52352,3617
04-06-2024,Smartwatch,Electronics,North,53865,4418
19-04-2024,T-shirt,Fashion,North,19372,3109
10-02-2024,Shoes,Fashion,South,18985,3346
14-03-2024,Shoes,Fashion,East,53851,7671
11-03-2024,Bag,Accessories,North,56126,3303
18-01-2024,Laptop,Electronics,East,40123,5773
27-05-2024,Phone,Electronics,West,26776,2292
02-02-2024,Sneakers,Fashion,North,30877,5307
19-02-2024,Shoes,Fashion,East,23205,3418
28-06-2024,Headphones,Electronics,South,28234,1442
13-06-2024,Belt,Accessories,East,40627,5717
14-03-2024,T-shirt,Fashion,East,18473,1695
13-05-2024,Smartwatch,Electronics,West,55262,5040
06-05-2024,Shoes,Fashion,North,56561,10892
24-01-2024,Camera,Electronics,West,1221,129
27-02-2024,Watch,Accessories,East,14883,1114
28-06-2024,Smartwatch,Electronics,East,26256,5107
06-06-2024,T-shirt,Fashion,North,33323,3387
04-01-2024,T-shirt,Fashion,South,56497,9255
31-01-2024,Phone,Electronics,West,24435,3236
16-05-2024,Belt,Accessories,South,57761,6972
11-03-2024,T-shirt,Fashion,West,14538,734
10-03-2024,Belt,Accessories,East,53033,7280
07-06-2024,Tablet,Electronics,East,35230,2638
21-06-2024,Shoes,Fashion,West,23706,1733
03-01-2024,Camera,Electronics,North,6856,573
12-06-2024,Tablet,Electronics,North,23415,2187
24-01-2024,T-shirt,Fashion,North,9689,943
13-03-2024,Laptop,Electronics,East,14285,1496
07-01-2024,Phone,Electronics,North,17373,2654
20-05-2024,Tablet,Electronics,South,45982,7463
22-03-2024,Belt,Accessories,East,41002,4626
26-01-2024,T-shirt,Fashion,North,43797,5006
23-02-2024,Phone,Electronics,West,33488,4386
28-03-2024,Sneakers,Fashion,West,45895,8051
25-02-2024,Bag,Accessories,South,30926,4281
31-03-2024,Laptop,Electronics,South,46708,6164
03-03-2024,Shoes,Fashion,North,23274,4377
06-03-2024,T-shirt,Fashion,South,17739,2437
24-05-2024,Smartwatch,Electronics,South,33220,5689
07-04-2024,Laptop,Electronics,West,52707,6019
30-04-2024,Watch,Accessories,North,13269,2230
28-06-2024,Belt,Accessories,West,42278,5589
15-01-2024,Sneakers,Fashion,South,8356,619
19-04-2024,Shoes,Fashion,South,36161,4443
12-01-2024,Belt,Accessories,South,11258,860
29-02-2024,Smartwatch,Electronics,East,19624,2720
27-02-2024,Headphones,Electronics,North,18622,2797
28-02-2024,Tablet,Electronics,East,51264,5391
15-05-2024,Smartwatch,Electronics,East,53003,2960
12-06-2024,Phone,Electronics,South,18557,1720
16-06-2024,Phone,Electronics,North,16626,1767
25-05-2024,Phone,Electronics,East,50012,3405
27-05-2024,Sneakers,Fashion,West,57121,3748
02-06-2024,Phone,Electronics,West,17921,1319
25-03-2024,Camera,Electronics,South,41740,4196
07-02-2024,Phone,Electronics,North,14372,2032
28-01-2024,Belt,Accessories,North,18524,3438
14-04-2024,T-shirt,Fashion,North,28587,4811
04-04-2024,Laptop,Electronics,East,54590,9056
09-01-2024,Tablet,Electronics,West,47168,7036
02-06-2024,Bag,Accessories,South,35846,6365
27-06-2024,Shoes,Fashion,East,16476,2958
18-06-2024,Smartwatch,Electronics,North,34323,4435
21-06-2024,Laptop,Electronics,North,27207,3535
01-06-2024,Headphones,Electronics,South,34764,5734
07-04-2024,Headphones,Electronics,North,53082,10306
16-03-2024,Laptop,Electronics,South,35028,6262
16-03-2024,Sneakers,Fashion,North,48188,3176
16-06-2024,Belt,Accessories,West,58516,4692
15-01-2024,Headphones,Electronics,West,52835,4055
25-03-2024,Belt,Accessories,North,26080,1368
27-01-2024,Bag,Accessories,North,9107,1540
28-04-2024,Shoes,Fashion,East,16866,2444
26-03-2024,Camera,Electronics,East,45616,2969
06-05-2024,T-shirt,Fashion,East,22152,4290
25-04-2024,T-shirt,Fashion,North,15269,2311
01-02-2024,Laptop,Electronics,East,24208,3388
17-04-2024,Bag,Accessories,East,1515,180
06-06-2024,Belt,Accessories,East,4263,596
26-05-2024,Watch,Accessories,South,55727,7587
18-02-2024,Camera,Electronics,North,31216,2610
05-01-2024,Shoes,Fashion,North,8074,1561
13-01-2024,T-shirt,Fashion,South,35410,5051
22-05-2024,Belt,Accessories,West,2146,230
07-02-2024,Belt,Accessories,North,41955,8095
13-05-2024,T-shirt,Fashion,East,59929,10465
06-06-2024,Headphones,Electronics,South,20797,3643
16-03-2024,Camera,Electronics,North,37689,6936
24-03-2024,Watch,Accessories,North,11975,1534
22-01-2024,Shoes,Fashion,East,43909,6624
17-01-2024,Headphones,Electronics,South,2642,212
27-04-2024,Laptop,Electronics,North,45527,6876
17-06-2024,Smartwatch,Electronics,South,47884,6747
28-03-2024,Bag,Accessories,South,16445,1181
01-05-2024,Camera,Electronics,East,15021,2356
03-03-2024,Headphones,Electronics,West,33711,5993
19-04-2024,Watch,Accessories,South,24265,4595
19-02-2024,Tablet,Electronics,South,7357,944
07-02-2024,T-shirt,Fashion,South,53792,9869
11-01-2024,Laptop,Electronics,East,32133,5364
18-04-2024,Belt,Accessories,East,21669,1946
06-02-2024,Sneakers,Fashion,West,32388,4426
22-03-2024,Laptop,Electronics,North,2403,316
07-06-2024,Shoes,Fashion,West,11539,1971
28-03-2024,Bag,Accessories,South,58075,6595
05-01-2024,Belt,Accessories,West,21223,1414
14-02-2024,Laptop,Electronics,North,31828,5741
23-02-2024,Tablet,Electronics,East,4096,684
31-05-2024,Belt,Accessories,West,44197,3224
13-06-2024,Watch,Accessories,South,40487,4909
19-01-2024,T-shirt,Fashion,North,29602,2561
22-03-2024,Camera,Electronics,West,23889,2903
14-05-2024,Belt,Accessories,West,6141,829
30-04-2024,Bag,Accessories,West,38216,2294
16-05-2024,Sneakers,Fashion,East,3147,382
25-05-2024,Shoes,Fashion,North,17238,3265
10-02-2024,Watch,Accessories,East,24851,2754
06-03-2024,Headphones,Electronics,East,47502,3724
12-05-2024,Bag,Accessories,South,1817,296
26-02-2024,T-shirt,Fashion,North,9060,590
10-06-2024,Shoes,Fashion,South,21398,1258
13-01-2024,Sneakers,Fashion,East,11072,2143
10-06-2024,Camera,Electronics,West,5641,628
04-06-2024,Smartwatch,Electronics,North,32738,2549
04-02-2024,Laptop,Electronics,West,46960,2587
15-01-2024,T-shirt,Fashion,West,41019,7841
17-02-2024,Camera,Electronics,North,19973,2926
13-02-2024,Watch,Accessories,North,9043,1743
19-03-2024,Sneakers,Fashion,South,22330,4434
06-05-2024,T-shirt,Fashion,East,8622,580
19-02-2024,Phone,Electronics,North,24657,4921
07-06-2024,Shoes,Fashion,East,53828,7068
14-05-2024,Belt,Accessories,West,35679,4949
23-05-2024,Shoes,Fashion,East,14706,831
23-04-2024,Sneakers,Fashion,North,42240,3869
20-01-2024,Tablet,Electronics,South,4977,664
01-04-2024,Phone,Electronics,East,17403,2480
06-05-2024,Shoes,Fashion,East,17250,2372
06-05-2024,T-shirt,Fashion,South,16605,1554
28-06-2024,Phone,Electronics,North,22114,3262
27-05-2024,Belt,Accessories,East,26999,2248
19-06-2024,Phone,Electronics,South,50064,9493
27-06-2024,Shoes,Fashion,East,47568,7520
29-03-2024,Laptop,Electronics,South,43824,7407
27-03-2024,Smartwatch,Electronics,East,27225,2489
14-02-2024,Phone,Electronics,East,46185,4595
15-02-2024,Bag,Accessories,North,20969,2925
27-06-2024,Tablet,Electronics,South,11967,1593
13-02-2024,Laptop,Electronics,East,59904,5852
03-06-2024,Watch,Accessories,West,45306,4735
18-05-2024,Phone,Electronics,East,47551,4067
24-04-2024,Camera,Electronics,West,38346,6941
25-05-2024,Camera,Electronics,South,29078,4715
01-06-2024,T-shirt,Fashion,East,51729,6044
31-05-2024,Laptop,Electronics,South,2046,251
09-02-2024,Sneakers,Fashion,North,15410,1983
18-02-2024,Laptop,Electronics,East,9386,737
07-01-2024,Bag,Accessories,East,19134,3573
15-02-2024,Sneakers,Fashion,North,48331,2985
31-01-2024,Bag,Accessories,South,30368,1995
22-01-2024,Phone,Electronics,North,35962,2675
17-02-2024,Watch,Accessories,South,25395,3369
13-02-2024,Shoes,Fashion,South,35524,4333
28-03-2024,Phone,Electronics,West,6794,491
07-01-2024,Bag,Accessories,North,2429,150
04-06-2024,Watch,Accessories,East,43049,3697
29-03-2024,Camera,Electronics,North,47926,9187
25-06-2024,Smartwatch,Electronics,South,40062,4755
05-06-2024,Laptop,Electronics,West,21936,2244
24-06-2024,Laptop,Electronics,North,55507,7554
28-03-2024,Shoes,Fashion,South,43180,6396
13-02-2024,Laptop,Electronics,South,30093,3377
22-02-2024,Phone,Electronics,South,39311,2996
17-01-2024,Tablet,Electronics,South,35263,6395
12-06-2024,Phone,Electronics,East,49893,4624
15-04-2024,Laptop,Electronics,East,18894,3004
07-05-2024,Shoes,Fashion,West,10581,1916
22-01-2024,Tablet,Electronics,South,35331,2315
28-03-2024,Phone,Electronics,North,52152,9523
09-06-2024,Camera,Electronics,East,16975,2200
28-03-2024,Tablet,Electronics,South,21526,1689
03-05-2024,T-shirt,Fashion,West,36656,5964
15-04-2024,Laptop,Electronics,East,55663,4275
03-06-2024,Sneakers,Fashion,East,49147,7493
02-03-2024,T-shirt,Fashion,West,50672,5487
07-02-2024,Tablet,Electronics,North,18080,3381
15-03-2024,Tablet,Electronics,West,29058,5598
24-02-2024,Camera,Electronics,South,15319,1291
19-05-2024,Shoes,Fashion,East,51701,9770
17-04-2024,Laptop,Electronics,East,15438,824
20-04-2024,T-shirt,Fashion,East,4820,946
19-01-2024,Phone,Electronics,East,13400,1591
20-06-2024,Camera,Electronics,North,7914,897
01-04-2024,Smartwatch,Electronics,North,13558,2091
13-01-2024,Bag,Accessories,West,17237,1315
04-05-2024,Tablet,Electronics,East,24221,4540
07-04-2024,Tablet,Electronics,North,33199,5616
06-01-2024,Phone,Electronics,East,41488,3225
08-04-2024,Belt,Accessories,West,50441,6964
21-02-2024,Laptop,Electronics,North,26197,1951
20-06-2024,Headphones,Electronics,North,7130,581
17-02-2024,Watch,Accessories,East,14216,1742
08-03-2024,Tablet,Electronics,West,51975,6024
24-06-2024,Bag,Accessories,East,58855,3641
07-01-2024,Laptop,Electronics,East,50819,6032
12-01-2024,Sneakers,Fashion,South,8625,1550
22-03-2024,Phone,Electronics,West,18560,3332
21-02-2024,Shoes,Fashion,West,19253,1195
26-06-2024,Sneakers,Fashion,West,5779,1044
25-06-2024,Belt,Accessories,South,22341,1296
06-06-2024,Phone,Electronics,East,55386,6426
31-05-2024,Phone,Electronics,East,47593,5443
10-04-2024,Phone,Electronics,South,18363,3175
03-03-2024,Camera,Electronics,South,58209,4046
04-03-2024,Laptop,Electronics,East,27972,2530
08-01-2024,Camera,Electronics,West,53246,4633
23-06-2024,Phone,Electronics,East,55769,7416
25-06-2024,Bag,Accessories,East,24306,2269
06-05-2024,Sneakers,Fashion,East,16629,2893
24-04-2024,Sneakers,Fashion,West,17157,1392
12-03-2024,Sneakers,Fashion,South,54616,3899
01-04-2024,Camera,Electronics,North,59516,11110
07-04-2024,T-shirt,Fashion,West,53053,5217
25-04-2024,Bag,Accessories,South,22403,3819
26-03-2024,Camera,Electronics,West,55919,3963
29-02-2024,Belt,Accessories,East,36253,4446
28-01-2024,Laptop,Electronics,East,50151,3988
19-03-2024,Smartwatch,Electronics,South,23704,1784
28-04-2024,Phone,Electronics,West,7799,593
24-01-2024,Tablet,Electronics,West,48175,4039
02-02-2024,Watch,Accessories,West,15248,2487
06-06-2024,Phone,Electronics,East,18551,1091
25-04-2024,Phone,Electronics,North,29997,1596
07-02-2024,Headphones,Electronics,West,12174,1115
04-05-2024,Bag,Accessories,South,50979,2810
14-06-2024,T-shirt,Fashion,East,15693,2126
21-02-2024,Laptop,Electronics,East,36349,4994
20-04-2024,Tablet,Electronics,West,44048,3981
22-06-2024,Headphones,Electronics,East,34991,3260
06-06-2024,T-shirt,Fashion,West,53193,6565
07-04-2024,Laptop,Electronics,South,32694,4721
29-05-2024,Watch,Accessories,North,22853,2896
19-04-2024,Tablet,Electronics,West,46220,3096
11-05-2024,Tablet,Electronics,West,36684,2377
06-04-2024,Belt,Accessories,West,44185,7795
06-03-2024,Tablet,Electronics,North,33861,2613
07-03-2024,Belt,Accessories,North,5251,770
28-02-2024,Sneakers,Fashion,North,6163,818
17-03-2024,Belt,Accessories,South,5339,1015
09-02-2024,Watch,Accessories,South,24435,2210
05-01-2024,Sneakers,Fashion,South,18123,1795
26-06-2024,Phone,Electronics,West,20973,3297
02-06-2024,Tablet,Electronics,West,21422,4020
30-03-2024,Camera,Electronics,North,19118,1562
29-04-2024,Sneakers,Fashion,North,11312,702
07-03-2024,Shoes,Fashion,South,14617,1972
21-06-2024,Phone,Electronics,South,40451,7600
04-01-2024,Headphones,Electronics,West,58168,11359
23-02-2024,T-shirt,Fashion,East,19454,2333
16-03-2024,Belt,Accessories,West,45060,5014
06-02-2024,Watch,Accessories,East,14190,2238
19-05-2024,Smartwatch,Electronics,West,47153,8026
25-02-2024,Bag,Accessories,West,12362,865
04-05-2024,Headphones,Electronics,North,53042,5417
14-04-2024,Shoes,Fashion,East,19590,1397
08-03-2024,Sneakers,Fashion,South,10977,767
20-03-2024,Laptop,Electronics,North,59948,4428
08-06-2024,Sneakers,Fashion,East,51399,8149
18-03-2024,Sneakers,Fashion,North,4253,421
09-03-2024,Phone,Electronics,North,35933,6936
06-06-2024,Belt,Accessories,North,39795,6145
23-04-2024,Shoes,Fashion,South,13213,1528
18-06-2024,Smartwatch,Electronics,East,23780,3125
09-01-2024,Sneakers,Fashion,South,26991,2949
22-02-2024,T-shirt,Fashion,West,1562,94
03-01-2024,Shoes,Fashion,South,45493,6217
14-02-2024,Sneakers,Fashion,South,20789,4078
06-03-2024,Watch,Accessories,East,2912,293
12-03-2024,Phone,Electronics,East,17292,2865
20-01-2024,Camera,Electronics,South,36229,2004
21-04-2024,Laptop,Electronics,South,8922,831
11-02-2024,Camera,Electronics,North,14526,2761
22-02-2024,T-shirt,Fashion,South,37401,2910
22-01-2024,Phone,Electronics,North,25379,1327
14-04-2024,Smartwatch,Electronics,North,44689,6513
04-06-2024,Watch,Accessories,North,47921,4211
05-02-2024,Watch,Accessories,South,34267,2894
27-06-2024,Bag,Accessories,West,37342,3495
20-03-2024,Laptop,Electronics,West,27673,4404
16-05-2024,Camera,Electronics,South,39728,7738
14-04-2024,Laptop,Electronics,South,53110,8527
24-03-2024,Watch,Accessories,North,32098,2556
13-02-2024,Headphones,Electronics,South,55876,10744
12-02-2024,Belt,Accessories,South,7838,1515
07-01-2024,Smartwatch,Electronics,East,8342,1059
23-03-2024,Shoes,Fashion,South,28255,2782
08-02-2024,Camera,Electronics,West,34989,2452
06-01-2024,Bag,Accessories,North,17886,2368
18-04-2024,Watch,Accessories,East,31143,1871
25-02-2024,Tablet,Electronics,East,36844,6428
26-01-2024,Sneakers,Fashion,East,2989,203
19-02-2024,T-shirt,Fashion,East,32666,2895
02-02-2024,T-shirt,Fashion,East,6261,387
14-02-2024,Tablet,Electronics,North,17627,881
01-06-2024,Sneakers,Fashion,North,10118,795
07-02-2024,Sneakers,Fashion,East,56586,4734
06-01-2024,Camera,Electronics,South,31463,4743
07-02-2024,Laptop,Electronics,South,15998,2847
23-03-2024,Headphones,Electronics,North,25453,2363
01-02-2024,Camera,Electronics,East,14734,1101
01-03-2024,Sneakers,Fashion,West,22152,1807
24-03-2024,Watch,Accessories,West,29573,1642
25-03-2024,Belt,Accessories,East,21387,1959
25-01-2024,Shoes,Fashion,North,48656,6009
18-06-2024,Camera,Electronics,East,33106,4657
09-03-2024,T-shirt,Fashion,West,14244,1663
21-05-2024,T-shirt,Fashion,South,58371,6295
18-01-2024,Tablet,Electronics,North,11639,1814
09-03-2024,Smartwatch,Electronics,East,25990,4798
